genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Manba	-0.434632238994667	4.33233378517671	-4.16549036888784	0.000599979734243257	0.0725308834285182	-0.188943790840695
RGD1560394	0.545411256022079	4.08791670416705	4.17267810718845	0.000590549585853365	0.0725308834285182	-0.212601292433374
Trip4	-0.33379323905583	4.60418304306631	-4.13855373938726	0.000636690762506888	0.0761230274293949	-0.215041270343444
Cox5b	0.271287799264644	6.96560983238883	4.16642148627047	0.000598749620163449	0.0725308834285182	-0.223009434650161
Fosl2	0.409501313318501	4.78759973450581	4.12475548368093	0.000656364431705661	0.0776222284451913	-0.233018124454338
Vom2r44	0.828630482479842	2.70567326904461	4.44381184846794	0.000325478140390134	0.0586649441172684	-0.315379782062801
Prkcd	-0.53797421739569	4.10072340500061	-4.10847422615267	0.000680367613820318	0.0795956950361834	-0.327864581829004
Gorasp1	0.268803281151802	5.41799394751052	4.06825485705426	0.000743520642530181	0.0831961149441917	-0.347048869562961
Snx18	-0.291719566070944	5.53625749235695	-4.06174302112016	0.000754286850387954	0.0831961149441917	-0.364410818939633
Chchd10	0.251733959576983	7.49705977571764	4.09310617466977	0.000703835085718961	0.0813690048979518	-0.402044550773459
Aif1l	-0.43742626161279	3.85698710405771	-4.08884635555827	0.000710483039090571	0.0813690048979518	-0.406585254264888
Tmem101	0.395006703828808	4.22674648992615	4.05555074364897	0.000764670174119409	0.0831961149441917	-0.406709657202665
LOC681996	0.217587143490126	6.75556325551804	4.05562325534476	0.000764547757042411	0.0831961149441917	-0.443098685376945
Leprot	-0.319957056638851	4.79845023153433	-4.01434662146013	0.000837520171015127	0.0883642346079189	-0.447710360006547
Zfp35	-0.365202389340069	4.51052160511978	-3.98924400232846	0.000885281667325548	0.0887862127272784	-0.507049284221663
Fbxl4	-0.32720889555867	4.55351451600953	-3.98698173480064	0.000889718118224232	0.0887862127272784	-0.508955667420632
Rps21	0.267018730710337	6.41599489668178	4.01289213682979	0.000840215510944349	0.0883642346079189	-0.512167817175353
Hcn1	0.245920483673387	7.07389517704408	4.03006384350267	0.00080894269432119	0.0871415496456886	-0.514254316234331
F2r	-0.304531945739407	4.93397222741377	-3.97886744737175	0.000905815221758079	0.0887862127272784	-0.516149831573645
Mog	-0.325217006379092	6.56344694945091	-4.00571377694748	0.000900219572993381	0.0887862127272784	-0.574774646776326
Pank3	-0.282716941846197	7.74577903306312	-4.02645007635283	0.000845803598400779	0.0883642346079189	-0.579808296286073
Slc44a1	-0.243549129648406	7.33799719327383	-3.98638639075716	0.000890889332532736	0.0887862127272784	-0.61937631251302
LOC100125385	0.329093778151835	5.0831185620379	3.91476226449353	0.0010437070342157	0.0996099344935681	-0.644749694858083
Fezf2	0.350783597301747	5.38086813390689	3.91041226896652	0.00105379332387478	0.0996980118587614	-0.663334387953506
Dusp4	0.461975611413351	4.10149147085126	3.92550046517934	0.00101922091673463	0.0981338369386973	-0.663818182881022
Calr	0.194383931829748	8.8085417792651	3.98013336416456	0.000903284777814361	0.0887862127272784	-0.69423509059149
Trpv2	0.397603789022217	4.36545272268955	3.88039625939533	0.00112610551442826	0.100366009367411	-0.72329455723203
S100pbp	-0.266988750527813	5.77324486878978	-3.88932728806408	0.00110408477475563	0.100366009367411	-0.727054421714647
Shisa7	0.216405383857509	8.35506973629614	3.93216731303969	0.00100430934056222	0.0975614787974729	-0.77737850028447
Nadkd1	-0.294729671918367	6.29792291843346	-3.87428864069957	0.00114141753452988	0.100366009367411	-0.79189900397461
Entpd6	0.228202251394902	6.4164331593093	3.87764195426084	0.00113298501798638	0.100366009367411	-0.792852684129596
Ppapdc1a	0.412911230756611	3.73008708196153	3.88611529239062	0.00111195429027881	0.100366009367411	-0.793373860047091
Hist1h4m	1.00307219686263	2.84735910968081	4.15790532432811	0.000753113334745468	0.0831961149441917	-0.820699982439174
Rn28s	0.975910934544067	8.10340713863647	4.58743406534657	0.00156425603730168	0.109587284725842	-0.82202345293936
Aqp4	-0.337029781074179	9.11207072842187	-4.0598937367793	0.00112474139948965	0.100366009367411	-0.827902341347998
Odz4	0.283453479486944	8.43672791776252	3.93227763516052	0.00108923001808942	0.100366009367411	-0.839766698070921
Ogdhl	0.210229258472619	6.77266359171972	3.8613206314933	0.00117462375887221	0.100366009367411	-0.849581270615046
Serping1	-0.575817696662664	2.88656728176563	-4.0061733454905	0.000852779837668335	0.0883642346079189	-0.863127721616074
Mrs2	-0.260127799893452	5.46943582143374	-3.81193332549581	0.00131018506967422	0.107179049308688	-0.866540306937777
Omg	-0.214042135854576	7.06796792306426	-3.85854454547758	0.00118185704169385	0.100366009367411	-0.873441359940932
Esrra	0.279617341650317	5.83956357378155	3.81964306976804	0.00128803502787869	0.106165311388789	-0.873633305170539
