"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000128923",1481.50742728071,1.05791517158099,0.116165926064795,9.10693184670094,8.47445945464219e-20,2.09688197570429e-17
"ENSG00000143320",1513.74032144022,-1.70763401445684,0.187609923694773,-9.10204524807029,8.86464899200176e-20,2.15861238390951e-17
"ENSG00000177283",147.951649785997,2.4651795040494,0.272279964773144,9.05384098350135,1.38025766297662e-19,3.30852075120692e-17
"ENSG00000164484",814.401987519494,-1.18489006588308,0.130918925314302,-9.05056364493115,1.42232240682725e-19,3.35689969894414e-17
"ENSG00000157613",2823.8992896954,-0.967540964706713,0.107831459010516,-8.97271513883863,2.89293536787249e-19,6.7243214361412e-17
"ENSG00000072958",2239.04534337653,1.10184710954708,0.12325816434378,8.93934381883146,3.91488027304237e-19,8.96390720429001e-17
"ENSG00000019995",2150.37632011757,0.983999425741366,0.111190356554055,8.84968315811627,8.77681111792536e-19,1.98007440235431e-16
"ENSG00000012048",241.117643587367,-1.40352608702582,0.158931252556778,-8.83102639944529,1.03719502710871e-18,2.30603027693836e-16
"ENSG00000154734",29872.9878556811,2.1878109117327,0.248554091316333,8.80215207943726,1.34217132786943e-18,2.94146433440642e-16
"ENSG00000185432",3844.86229573871,2.27103729603219,0.259682659987896,8.74543296860116,2.22162086665675e-18,4.80026559371567e-16
"ENSG00000159884",556.366128273062,1.0626641623669,0.12190318371108,8.71727981186689,2.84965276521069e-18,6.04441455991501e-16
"ENSG00000163513",13345.3548115132,1.47090204065346,0.168754417523508,8.71622836450226,2.87622881737694e-18,6.04441455991501e-16
"ENSG00000139132",1181.85578266924,2.0568831551714,0.236523110352319,8.69633057043565,3.42788871569506e-18,7.10638389019972e-16
"ENSG00000196136",739.309178654879,3.19630737315219,0.370162215457349,8.634882869401,5.87872424579773e-18,1.20247344873044e-15
"ENSG00000172986",767.400836637411,-1.64194400641179,0.190244861493206,-8.6306878068842,6.09841285473194e-18,1.2309967316374e-15
"ENSG00000183160",2936.72405730511,-1.17321057936992,0.136047297763359,-8.62354929982226,6.49102122975503e-18,1.29323060630743e-15
"ENSG00000103485",876.983547374098,-1.12050771085048,0.130437759108915,-8.59036308585202,8.66949216636068e-18,1.7051112733864e-15
"ENSG00000173838",68.6105850526452,3.42349524875833,0.399961441870342,8.55956322376731,1.13295922987182e-17,2.20009209436247e-15
"ENSG00000169738",602.04981640171,1.96040508389583,0.230195753005296,8.51625218233601,1.64799761141869e-17,3.16024141959676e-15
"ENSG00000197321",9110.11696451622,-0.699698403469684,0.0822622676513893,-8.50570283857069,1.80498744083829e-17,3.41855707776546e-15
"ENSG00000146592",694.975972522806,-2.04981096173655,0.241228059736043,-8.4973985363871,1.93886848749269e-17,3.627339203247e-15
"ENSG00000099860",373.609719689536,1.41592448731237,0.167727769494801,8.44180120904942,3.12484473911639e-17,5.77569194491381e-15
"ENSG00000128311",323.623146252674,1.34158964932582,0.1590391878894,8.43559167479398,3.29531401864199e-17,6.01826337618891e-15
"ENSG00000134253",144.951068185965,-1.98700586881465,0.235896425466745,-8.42321313213271,3.66297253186177e-17,6.6110190130931e-15
"ENSG00000253368",1051.87338068471,1.99298371877084,0.236805279088046,8.41612875543129,3.89129612075163e-17,6.94143881261056e-15
"ENSG00000134243",5569.87422804189,2.21273105769874,0.263689138299228,8.39143800905363,4.80231538958878e-17,8.46808280364155e-15
"ENSG00000162616",1478.62500195149,1.36934255143838,0.163270395125211,8.38696170477352,4.98867418064706e-17,8.69673302333029e-15
"ENSG00000150907",688.476650962791,2.30496449497799,0.276331093276123,8.34131428226488,7.34693439705531e-17,1.26639686050815e-14
"ENSG00000167549",2012.78985108593,2.38044040377324,0.287081761946529,8.29185521097858,1.1149560109282e-16,1.90050446262772e-14
"ENSG00000137076",20054.8384767669,0.638116675105791,0.0770474914937963,8.28212136091634,1.210001857215e-16,2.0398503836852e-14
"ENSG00000132970",1317.16857123589,1.0814088528716,0.130749803102445,8.27082586139191,1.33034240304982e-16,2.21834595708557e-14
"ENSG00000133142",3090.51775861329,1.47987220298216,0.179407703190038,8.24865474931473,1.60187489026169e-16,2.64240459048436e-14
"ENSG00000148120",677.473392933758,1.23763820029974,0.150998128294088,8.19638106963337,2.47732147227618e-16,4.00048302170409e-14
"ENSG00000163491",152.333491281033,-2.07305069978612,0.252905502615753,-8.19693790109329,2.46587747930998e-16,4.00048302170409e-14
"ENSG00000183722",3035.76768508864,0.709163540716191,0.0867837396166924,8.17161767686474,3.04281503579249e-16,4.86248181917631e-14
"ENSG00000103064",1735.71982860339,1.37532684115792,0.168774358257102,8.14890872855711,3.67222973024291e-16,5.80780167955222e-14
"ENSG00000179593",68.3800745222305,8.90550233836417,1.09726591126036,8.11608402938079,4.8146737723753e-16,7.53692962673567e-14
"ENSG00000162704",2647.51641081926,0.89658928979576,0.110488870294971,8.11474755241992,4.86795719437168e-16,7.54336679988444e-14
"ENSG00000143891",522.025378125847,-1.13399492614499,0.140331179971414,-8.08084793683047,6.43179710343097e-16,9.86701993637346e-14
"ENSG00000163110",1307.00957672327,1.48535578206041,0.184072232858595,8.06941796159695,7.06340757501597e-16,1.07286866938931e-13
"ENSG00000102804",5382.05257204899,1.15093411525584,0.142673076435265,8.06693276694046,7.20862190144471e-16,1.08419086853003e-13
"ENSG00000127824",250.256189339771,-1.69364211394646,0.21026371159638,-8.05484741559951,7.95780169854814e-16,1.18524889181968e-13
"ENSG00000125503",2642.92992334253,0.679974938918698,0.0849071594701274,8.0084523279563,1.1616097274793e-15,1.71348604127499e-13
"ENSG00000138078",1711.69454421181,-0.721080999700504,0.090143369126075,-7.99926835097539,1.25160677114991e-15,1.82865709297245e-13
"ENSG00000101342",53.7031368272962,4.13426829787756,0.517096958754084,7.99515105994598,1.29415096551007e-15,1.87297829829151e-13
"ENSG00000112576",646.673183511032,1.08122192409514,0.135326425174617,7.98973240222669,1.35231968166192e-15,1.93887254545565e-13
"ENSG00000104756",1773.42785790779,0.75004050785832,0.0939597626382197,7.98257133477717,1.43315931842388e-15,2.03574973184637e-13
"ENSG00000105516",103.555045793919,-1.63319493863652,0.205163923836099,-7.96043918491854,1.71429697991427e-15,2.41275504301512e-13
"ENSG00000198431",22550.132525209,1.47807413766709,0.186252917639601,7.93584420796648,2.09068311612277e-15,2.9157426985854e-13
"ENSG00000118689",5353.974568445,1.27540191065423,0.160755595618505,7.93379481284705,2.12549156844401e-15,2.93758253617113e-13
"ENSG00000130066",4094.02815137334,1.31953750574813,0.166824338254171,7.90974218484658,2.57922476720954e-15,3.50158293396121e-13
"ENSG00000149218",2046.64979798996,1.9736549008837,0.249489615623043,7.910769736668,2.55802283818345e-15,3.50158293396121e-13
"ENSG00000138316",788.996860846473,-2.41081346012218,0.305160858166961,-7.90013986263981,2.78590646745717e-15,3.74899922081232e-13
"ENSG00000161647",159.566408849098,1.74649289622717,0.222366718826799,7.85411101733935,4.02617549565593e-15,5.37091811120501e-13
"ENSG00000162426",171.56402069617,1.41510485358074,0.180889059837666,7.82305383670347,5.15570419541094e-15,6.81841879843097e-13
"ENSG00000179820",5333.81269432854,1.44810988974245,0.185970614540221,7.78676724450603,6.87454247468033e-15,9.01387659009154e-13
"ENSG00000119139",5612.32457620331,1.99088279980597,0.25612299914348,7.7731512065056,7.6557262472889e-15,9.95309291183550e-13
"ENSG00000136999",446.971397273606,-2.60283247893794,0.336901692789591,-7.72579222557815,1.11159816482064e-14,1.43302751651373e-12
"ENSG00000146250",313.821137829102,-2.69619858020979,0.349702257257046,-7.70998334799987,1.2583415589687e-14,1.6086848213449e-12
"ENSG00000152332",3008.20914259827,0.671892541095954,0.0875283600998399,7.67628389620866,1.63769965351726e-14,2.07635953591805e-12
"ENSG00000112773",525.998125166656,-1.22092522100939,0.159136640043232,-7.6721817218065,1.69095153374675e-14,2.12630225239418e-12
"ENSG00000140545",9643.89243351853,1.18720743376358,0.155033369614822,7.65775417713737,1.89212612616972e-14,2.35992739037151e-12
"ENSG00000136478",3731.86033954668,1.50655966540362,0.197417204716513,7.63134939311399,2.32309125588272e-14,2.87407604487877e-12
"ENSG00000049323",20410.0860039713,0.715134130588688,0.0939080762496936,7.61525695284404,2.63167403308789e-14,3.2298009073281e-12
"ENSG00000122966",304.385980392181,-1.63486679288355,0.214745503086508,-7.61304320409895,2.67716247263663e-14,3.25955154704115e-12
"ENSG00000132356",2379.48217418789,0.743611881973802,0.0977869207152259,7.60441045218452,2.86205559922398e-14,3.4572279486374e-12
"ENSG00000077254",2760.44083059498,0.807688505323245,0.106934764511261,7.55309565616696,4.25032586318566e-14,5.09408195836962e-12
"ENSG00000168234",600.327691176793,0.857603477336577,0.113631032202337,7.54726469270725,4.44494630340889e-14,5.28604040624773e-12
"ENSG00000113456",1042.060350359,0.795063850578024,0.105761141702923,7.51754224449764,5.58155268960307e-14,6.58666152393852e-12
"ENSG00000157110",3434.9371292854,0.81496468383285,0.108488303169533,7.5120050735729,5.82285316618131e-14,6.81896110094561e-12
"ENSG00000126016",404.398400122558,-2.49800447518343,0.332762581702636,-7.50686709545877,6.05591536411688e-14,7.03816648491796e-12
"ENSG00000170214",201.751000183794,3.67679744670331,0.492201678726495,7.47010342633638,8.0131813469392e-14,9.24287331153341e-12
"ENSG00000169744",723.01402678599,-1.33060631982872,0.178688758385313,-7.44650268910307,9.58470839137083e-14,1.09730605546283e-11
"ENSG00000131871",812.424686783872,0.674896532254107,0.0908399391665081,7.42951325646567,1.08998024007394e-13,1.23862124910921e-11
"ENSG00000147119",456.95140071251,1.57288246107378,0.211884455533451,7.42330274825406,1.14235248128144e-13,1.28859039818666e-11
"ENSG00000148848",1381.85270141484,-1.86991339752051,0.252168411932934,-7.41533558143606,1.21317225903515e-13,1.35848727196046e-11
"ENSG00000020577",3148.94122875977,1.21223080969019,0.164183173551619,7.38340466606379,1.54292157856325e-13,1.71521448816948e-11
"ENSG00000196932",76.8390518792512,-2.00129569725289,0.271159114832263,-7.38052157490953,1.57670623213724e-13,1.74016189260557e-11
"ENSG00000138074",455.640505436127,1.16383943393808,0.158023204369827,7.36499072132667,1.77159189479735e-13,1.9412850898633e-11
"ENSG00000146006",70.6309989496603,-4.00376980685596,0.5442008320708,-7.3571548790559,1.87871330920861e-13,2.03116389071326e-11
"ENSG00000174306",3453.200286637,1.10706655401922,0.150476826736058,7.35705675107742,1.88009433857821e-13,2.03116389071326e-11
"ENSG00000042286",599.809958530685,0.713436856873305,0.0972722905323329,7.33443052455068,2.2266623804373e-13,2.38875717330689e-11
"ENSG00000164105",538.355706819132,1.20854607877695,0.165294001497809,7.31149387047158,2.64188578990151e-13,2.81452568769993e-11
"ENSG00000067369",2102.96945349668,-0.714245582176016,0.0977927403939474,-7.30366670673872,2.80029537528519e-13,2.96271250705173e-11
"ENSG00000116132",5567.24077353662,-0.758688039051629,0.104333653958663,-7.27174799563927,3.54865155926728e-13,3.7287577788164e-11
"ENSG00000277443",5819.2400512788,-1.23013088276686,0.169725664988535,-7.24775998285203,4.23720602074949e-13,4.42197126287878e-11
"ENSG00000087448",1029.52932093845,1.0330040398325,0.142733879182468,7.23727292881832,4.57796310793215e-13,4.74530621883696e-11
"ENSG00000114270",1600.16543561964,1.2874459682562,0.178159966762415,7.22634827370099,4.96154373153332e-13,5.10839210640622e-11
"ENSG00000134318",4532.90173037411,0.782466598724915,0.108332526380665,7.22282240492976,5.09194959030372e-13,5.20770657765662e-11
"ENSG00000108960",1740.19798309104,1.65434301802866,0.230185964266823,7.18698476381038,6.62377988230246e-13,6.72949716386768e-11
"ENSG00000165802",1607.02123231608,0.973405918892454,0.136308985443263,7.14117206380076,9.25384254962051e-13,9.33968411537686e-11
"ENSG00000233608",4677.10119351861,0.731218153610118,0.102677742459149,7.12148646919303,1.06769218139623e-12,1.07055331730716e-10
"ENSG00000155962",399.773301149283,-1.12228485028662,0.157733669463889,-7.11506207965036,1.11862474468728e-12,1.11433910443166e-10
"ENSG00000172465",451.847687171403,1.01171938223939,0.142957783678931,7.07704999478456,1.47255420501739e-12,1.45744864897882e-10
"ENSG00000170365",440.567510182441,-1.01000994963477,0.142872290757378,-7.0693200499595,1.55694686009826e-12,1.53109755004919e-10
"ENSG00000188215",583.091058388238,0.683820804087498,0.0967728781844155,7.06624435396427,1.59183014065364e-12,1.55543096737372e-10
"ENSG00000143344",1081.29606808733,-1.06616768086142,0.151274800242001,-7.04788688635397,1.81655207196757e-12,1.76378008456041e-10
"ENSG00000125848",184.725551712782,-2.47079493977779,0.351171915612179,-7.03585574453066,1.98041748116701e-12,1.91079148292975e-10
"ENSG00000183508",90.3052529349409,-2.50681060800197,0.356655033779222,-7.02867020111581,2.0851116987499e-12,1.99923116065764e-10
"ENSG00000171793",696.230481492342,1.63272249258277,0.232541395145793,7.02121225151818,2.1995141745276e-12,2.09582279201416e-10
"ENSG00000099204",852.738214777329,1.43267727152178,0.204554925642404,7.00387569266525,2.48977038436501e-12,2.35775107818171e-10
"ENSG00000084090",3687.6065632505,1.22208526658252,0.174603917519151,6.99918583698716,2.57454185511022e-12,2.40982032554918e-10
"ENSG00000157152",39.3407229279849,2.76160945453036,0.394566527086161,6.99909714826698,2.57617191441278e-12,2.40982032554918e-10
"ENSG00000108604",2187.2675915473,1.29453188706492,0.185088659505463,6.99411779481125,2.66933218044315e-12,2.46688102290231e-10
"ENSG00000185813",542.652954959198,1.0673492249371,0.152594190863141,6.99469107506449,2.65844045751837e-12,2.46688102290231e-10
"ENSG00000177674",764.474981069582,1.13597825095823,0.162673874700378,6.98316341853013,2.88606367276472e-12,2.65120376071159e-10
"ENSG00000093167",2143.3476076315,0.693337777388522,0.0994652518213151,6.97065321499484,3.15472737263433e-12,2.88075432283233e-10
"ENSG00000173517",8182.69575723465,1.01731426979545,0.145966686550836,6.96949621748897,3.18077925264160e-12,2.88735707188017e-10
"ENSG00000108830",207.111531735843,-2.14987074785197,0.30877095207973,-6.96267162882871,3.33879448719616e-12,3.01296742518096e-10
"ENSG00000182197",5315.48796069254,-0.800350765041794,0.114984488124181,-6.96051074452259,3.39041301177204e-12,3.04165649202309e-10
"ENSG00000143878",3361.81675955872,1.21447719176992,0.174618995545111,6.95501189878377,3.52532281006280e-12,3.14430100169613e-10
"ENSG00000173221",1867.42208938398,1.05618680820956,0.152023244111337,6.9475349929781,3.71723880878948e-12,3.29630985928552e-10
"ENSG00000071282",4091.27993782563,1.59568941057794,0.229955715110737,6.93911612420473,3.94560712392935e-12,3.47871028093104e-10
"ENSG00000145685",2024.86056126334,-1.17063317918226,0.168800148168887,-6.93502459494893,4.06150493304998e-12,3.5604312673097e-10
"ENSG00000105835",2566.88138382778,0.982053496884196,0.141918101802989,6.91986071126774,4.52087934652236e-12,3.94061420767043e-10
"ENSG00000136997",749.941478614152,0.86379947233046,0.125458617052082,6.88513465736571,5.77328976518664e-12,5.0038439710581e-10
"ENSG00000137801",94530.9109438694,1.86692408636285,0.271561437447779,6.87477612399166,6.20872865930316e-12,5.35101721136909e-10
"ENSG00000137767",2380.7661405682,1.0173078520027,0.148302413153403,6.8596850878644,6.90125104527175e-12,5.91464202712368e-10
"ENSG00000163083",425.114876638656,3.66803108715373,0.535242653209875,6.85302463313859,7.23046293286894e-12,6.14486231812185e-10
"ENSG00000205208",599.124719980782,-1.36453436454523,0.199125380591037,-6.8526390784292,7.24998422254126e-12,6.14486231812185e-10
"ENSG00000165996",290.653293553978,1.06197882390884,0.155553472129385,6.82709816355316,8.66494083422727e-12,7.30378337021321e-10
"ENSG00000196569",18064.3664300771,2.06365207277711,0.302361837921737,6.82510758289299,8.78594481674615e-12,7.36531035156845e-10
"ENSG00000114098",986.026224073992,1.03515640986317,0.151767289520371,6.8206819343916,9.0609355268777e-12,7.55455499553428e-10
"ENSG00000103381",788.647566819423,0.976225513029147,0.143206596518661,6.81690324860097,9.30238661094006e-12,7.71394124315846e-10
"ENSG00000100242",3905.31285956984,1.70211462072684,0.251983428251449,6.75486730432261,1.4296604109862e-11,1.17916238521179e-09
"ENSG00000159840",9428.64662486812,0.712835990761641,0.105583743792452,6.75138013824246,1.46445342667182e-11,1.20140000099318e-09
"ENSG00000114853",2770.85195738263,0.732052562919841,0.108582951581191,6.74187386011938,1.56356802999769e-11,1.27588814618056e-09
"ENSG00000068831",92.8018949080218,1.73619548576312,0.257666666786025,6.73814547849495,1.60420911456944e-11,1.30212550405343e-09
"ENSG00000189184",6553.75163027371,-0.9002243749756,0.133927290905151,-6.72173960132705,1.79567653701944e-11,1.44986703970606e-09
"ENSG00000136877",1049.71923068896,0.685115183460236,0.102094312587629,6.71061067062079,1.93811586404229e-11,1.55668248535459e-09
"ENSG00000106615",2235.48854826141,0.999193924015015,0.149048434127201,6.70382033777211,2.03039879797279e-11,1.62230978956774e-09
"ENSG00000163661",9918.01910954256,2.23542097376452,0.333562888150992,6.70164773472231,2.06082358199017e-11,1.63808780162234e-09
"ENSG00000107562",27826.6530130906,-1.88342090906851,0.281134078740587,-6.69936891858069,2.09321535019183e-11,1.6552585921285e-09
"ENSG00000132530",554.070436661569,-0.9422935423616,0.14115628574975,-6.67553369909541,2.46334049884261e-11,1.9379541842433e-09
"ENSG00000137672",647.502996763746,1.80038931124292,0.269906725696358,6.67041292356803,2.55084688014608e-11,1.99655826471026e-09
"ENSG00000127954",524.073300326567,4.94729814426576,0.742089798283723,6.66671089631967,2.61599680136672e-11,2.0371577121709e-09
"ENSG00000124151",1617.04029497027,1.35122338430905,0.203022896765666,6.65552213979423,2.82296054897142e-11,2.18722413039245e-09
"ENSG00000185022",640.369910766327,1.2708757800547,0.191126700346229,6.64938900610162,2.94312193389002e-11,2.26886600943753e-09
"ENSG00000158079",310.647032326585,0.965065119641527,0.145507966534232,6.63238682133932,3.30301590549424e-11,2.53357835030936e-09
"ENSG00000099337",903.309496314424,2.39562081448462,0.361465574247456,6.62752136070529,3.41370250834275e-11,2.60545324281026e-09
"ENSG00000163378",1766.41416177331,1.28849167263128,0.194582605795756,6.62182350453128,3.54794532942236e-11,2.69450640092418e-09
"ENSG00000164291",491.680275628707,0.774374618242856,0.11707471502241,6.61436261531474,3.73156023596942e-11,2.81999337832546e-09
"ENSG00000128342",154.276285688438,-2.33091505702316,0.352898508052897,-6.60505783910476,3.97362174326206e-11,2.98820250800899e-09
"ENSG00000141298",2097.02267358758,1.17251718379923,0.177717908161828,6.59763102056967,4.17779439262855e-11,3.1264167696251e-09
"ENSG00000172349",898.126751874125,1.03315598187324,0.156707140980566,6.5929093939718,4.31289813579146e-11,3.21185292724159e-09
"ENSG00000093144",1547.1070655263,0.792990562267741,0.120308312030885,6.59131982555094,4.35933641824371e-11,3.23075265663173e-09
"ENSG00000070669",426.90709695752,-1.02041052508937,0.155014943148233,-6.58265909315338,4.62107896309776e-11,3.3919604006164e-09
"ENSG00000091527",4909.37066465247,0.730988748285814,0.111041685845238,6.5830119807854,4.61011978331977e-11,3.3919604006164e-09
"ENSG00000168994",1583.10992122693,1.42490672457254,0.216678695758269,6.57612747568959,4.82858624958682e-11,3.52739722166245e-09
"ENSG00000126861",312.242217393456,-1.6945654367355,0.258199757150169,-6.56300166754203,5.27352576094823e-11,3.83417813737947e-09
"ENSG00000188312",133.729682034954,-1.74637531096052,0.266821936037813,-6.54509646730479,5.94569936444295e-11,4.3024987712226e-09
"ENSG00000120690",1426.8218637027,0.845917215806116,0.129507395110863,6.53180627316284,6.4981174937568e-11,4.68016997519827e-09
"ENSG00000023909",1934.52231292628,1.25685053859649,0.192554157145434,6.52725735569143,6.69848976562822e-11,4.80194072404217e-09
"ENSG00000174437",10623.8825067878,1.3536000588993,0.207569952495799,6.52117535618116,6.97585709110423e-11,4.97751737835488e-09
"ENSG00000049246",241.503165248797,-1.93010025735711,0.297229583009725,-6.49363444181113,8.3789922803117e-11,5.95102410056767e-09
